date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2026-04-15,SHORT,2026-04-15 10:00:00-04:00,48359.0,48468.27,48140.46,109.27,218.54,SL,48468.27,-109.27,-1.0,59,295,-114.0,86.0,131.9,858,1.769,0.944,1.323,909.3,2
2026-04-16,SHORT,2026-04-16 10:00:00-04:00,48385.0,48489.11,48176.77,104.11,208.23,SL,48489.11,-104.11,-1.0,14,70,-138.0,60.0,64.0,884,1.869,0.969,1.384,912.3,3
2026-04-20,LONG,2026-04-20 10:00:00-04:00,49466.0,49354.84,49688.31,111.16,222.31,SL,49354.84,-111.16,-1.0,7,35,-124.0,4.0,160.8,846,1.443,0.935,1.154,905.0,0
2026-04-21,LONG,2026-04-21 10:00:00-04:00,49790.0,49697.76,49974.49,92.24,184.49,SL,49697.76,-92.24,-1.0,5,25,-117.0,10.0,100.0,850,1.39,0.943,1.13,901.7,1
2026-04-22,LONG,2026-04-22 10:05:00-04:00,49576.0,49431.0,49866.0,145.0,290.0,SL,49431.0,-145.0,-1.0,26,130,-145.7,43.0,132.5,798,1.228,0.865,0.709,923.0,2
2026-04-23,LONG,2026-04-23 10:05:00-04:00,49355.0,49252.6,49559.8,102.4,204.8,SL,49252.6,-102.4,-1.0,36,180,-161.0,164.0,164.0,840,1.327,0.947,1.002,887.3,3
2026-04-24,SHORT,2026-04-24 10:00:00-04:00,49123.0,49245.66,48877.69,122.66,245.31,SL,49245.66,-122.66,-1.0,21,105,-159.0,48.0,175.0,936,1.415,1.004,1.417,932.0,4
2026-04-27,LONG,2026-04-27 10:00:00-04:00,49220.6,49068.51,49524.77,152.09,304.17,SL,49068.51,-152.09,-1.0,12,60,-157.6,31.4,97.0,852,1.447,0.895,1.033,952.3,0
2026-04-28,SHORT,2026-04-28 10:00:00-04:00,49182.0,49298.17,48949.66,116.17,232.34,TIMEOUT,49127.0,55.0,0.473,72,360,-97.0,116.0,150.2,892,1.337,0.953,1.118,935.7,1
2026-04-29,SHORT,2026-04-29 10:00:00-04:00,48942.0,49056.64,48712.71,114.64,229.29,TP,48712.71,229.29,2.0,49,245,-69.0,242.0,118.5,860,1.402,0.917,1.077,937.3,2
2026-04-30,LONG,2026-04-30 10:05:00-04:00,49265.0,49131.07,49532.86,133.93,267.86,TP,49532.86,267.86,2.0,21,105,-22.0,284.0,193.0,882,1.341,0.934,1.052,944.0,3
2026-05-01,LONG,2026-05-01 10:00:00-04:00,49973.0,49859.21,50200.57,113.79,227.57,SL,49859.21,-113.79,-1.0,7,35,-149.0,14.0,138.0,900,1.735,0.961,1.306,937.0,4
2026-05-04,SHORT,2026-05-04 10:00:00-04:00,49281.0,49377.49,49088.03,96.49,192.97,SL,49377.49,-96.49,-1.0,4,20,-135.0,50.0,117.0,810,1.288,0.896,0.854,904.0,0
2026-05-05,LONG,2026-05-05 10:05:00-04:00,49212.0,49104.07,49427.86,107.93,215.86,TIMEOUT,49319.0,107.0,0.991,71,355,-96.0,144.0,89.9,810,1.57,0.929,1.1,872.3,1
